customer_id,full_name,email,phone,signup_date,city,state,gender,age,loyalty_tier,data_notes,signup_date_raw
100163,Sneha Khan,user100163@dmart.com,6446192500,,Bengaluru,Karnataka,F,46,Silver,Frequent buyer,01-03-2023
100164,Rahul Mehta,user100164@dmart.com,9684610790,,Mumbai,Maharashtra,O,23,Gold,prefers discount,02-02-2024
100165,Pooja Bhat,user100165@dmart.com,8867846113,,Delhi,Delhi,F,32,Gold,,05-06-2023
100166,Asha Nair,user100166@dmart.com,7175803740,,Delhi,Delhi,M,41,Bronze,Frequent buyer,19-12-2024
100167,Suresh Singh,user100167@dmart.com,-6086360409,,Delhi,Delhi,F,23,Gold,prefers discount,21-Mar-24
100168,Rohit Sharma,user100168@dmart.com,6603125391,,Kolkata,West Bengal,F,36,Gold,,27-04-2025
100169,Sneha Gupta,user100169@dmart.com,7931331439,,Bhopal,Madhya Pradesh,F,18,,,16-Dec-23
100170,Rohit Patel,user100170@dmart.com,9564211590,,Kolkata,West Bengal,F,27,Bronze,Frequent buyer,05-07-2023
100171,Sneha Singh,user100171@dmart.com,8827397628,,Jaipur,Rajasthan,O,38,Bronze,prefers discount,11-03-2023
100172,Priya Singh,user100172@dmart.com,-8005067748,,Bhopal,Madhya Pradesh,M,15,Bronze,registered via app ,18-Jun-25
100173,Pooja Rao,user100173@dmart.com,-7289234412,,Pune,Maharashtra,M,,Silver,prefers discount,04-Nov-25
100174,Ramesh Patel,user100174@dmart.com,6557876850,,Nagpur,Maharashtra,M,40,Gold,registered via app ,04/21/2023
100175,Neha Patel,user100175@dmart.com,-6345209071,,Patna,Bihar,M,34,,prefers discount,13-Jun-25
100176,Vikram Khan,user100176@dmart.com,7990648550,,Pune,Maharashtra,F,41,Silver,registered via app ,12-05-2024
100177,Deepa aRo,user100177@dmart.com,9180118830,,Bengaluru,Karnataka,M,37,Gold,,25-Feb-23
100178,Suresh Nair,user100178@dmart.com,6907236000,,Bengaluru,Karnataka,,51,Gold,registered via app ,10-07-2023
100179,Anita Joshi,user100179@dmart.com,9583001311,,Delhi,Delhi,F,36,Bronze,prefers discount,19-06-2023
100180,Vikram Nair,user100180@dmart.com,-8878465190,,Jaipur,Rajasthan,M,29,,,12-09-2024
100181,Karan Chaudhary,user100181@dmart.com,7821345843,,Bengaluru,Karnataka,M,36,Bronze,,24-02-2025
100182,Isha Khan,user100182@dmart.com,-7996142541,,Vadodara,Gujarat,M,41,Gold,registered via app ,29-09-2025
100183,Amit Bhat,user100183@dmart.com,6075243493,,Delhi,Delhi,O,35,Silver,registered via app ,01-Sep-24
100184,Priya Singh,user100184@dmart.com,9834188959,,Vadodara,Gujarat,M,35,Bronze,,27-07-2025
100185,Karan Gupta,user100185@dmart.com,-9108741050,,Delhi,Delhi,O,26,Bronze,,21-02-2025
100186,Anita Khan,user100186@dmart.com,-9594257509,,Bhopal,Madhya Pradesh,M,27,Silver,Frequent buyer,01/28/2024
100187,Deepa Kumar,user100187@dmart.com,-7189077988,,Kolkata,West Bengal,O,,Silver,Frequent buyer,27-03-2025
100188,Anita Kumar,user100188@dmart.com,-8726688523,,Kolkata,West Bengal,F,18,,,05-Apr-24
100189,Kavita Joshi,user100189@dmart.com,7462848582,29-06-2025 00:00,Surat,Gujarat,,55,Bronze,prefers discount,29-06-2025 00:00
100190,Rahul Nair,user100190@dmart.com,8089667024,,Chennai,Tamil Nadu,O,20,Gold,registered via app ,20-Jun-23
100191,Isha Rao,user100191@dmart.com,-7853410558,,Hyderabad,Telangana,,26,Silver,registered via app ,04-Aug-24
100192,Priya Joshi,user100192@dmart.com,-8451331098,,Nagpur,Maharashtra,F,26,Silver,,04-01-2025
100193,Priya Nair,user100193@dmart.com,7364833652,26-12-2025 00:00,Pune,Maharashtra,,45,Gold,registered via app ,26-12-2025 00:00
100194,Vikram Kumar,user100194@@dmart.com,-9276780366,,Pune,Maharashtra,,31,Bronze,Frequent buyer,21-07-2023
100195,Isha Bhat,user100195@dmart.com,7755676391,,Lucknow,Uttar Pradesh,F,49,Gold,Frequent buyer,26-05-2024
100196,Vikram Bhat,user100196@dmart.com,6693118693,,Vadodara,Gujarat,F,26,Gold,Frequent buyer,05-05-2024
100197,Manish Mehta,user100197@dmart.com,9422030495,21-10-2025 00:00,Bhopal,Madhya Pradesh,M,38,Silver,prefers discount,21-10-2025 00:00
100198,Amit Khan,user100198@dmart.com,8232384476,,Vadodara,Gujarat,F,24,Bronze,,05/25/2023
100199,Amit Mehta,user100199@dmart.com,7711100946,,Vadodara,Gujarat,M,60,,registered via app ,23-03-2023
100200,Anita Das,user100200@dmart.com,9100941554,,Vadodara,Gujarat,F,20,Silver,,25-04-2025
100201,Suresh Mehta,user100201@dmart.com,9251206838,,Nagpur,Maharashtra,,38,Silver,,08/27/2024
100202,Neha Bhat,user100202@dmart.com,7557888730,,Bengaluru,Karnataka,M,42,,registered via app ,19-08-2024
100203,Neha Singh,user100203@dmart.com,-7105119729,,Bhopal,Madhya Pradesh,M,39,Bronze,,09-03-2024
100204,Vikram Mehta,user100204@dmart.com,6669486010,,Pune,Maharashtra,M,32,Bronze,prefers discount,10/23/2025
100205,Sneha Joshi,user100205@dmart.com,-7470454975,,Nagpur,Maharashtra,F,33,Bronze,prefers discount,04-Apr-24
100206,Amit Chaudhary,user100206@dmart.com,-9383082983,,Pune,Maharashtra,F,35,Gold,,19-02-2024
100207,Kavita Chaudhary,user100207@dmart.com,7918273474,,Nagpur,Maharashtra,F,33,Bronze,prefers discount,12-06-2025
100208,Asha Sharma,user100208@dmart.com,-7191752659,,Indore,Madhya Pradesh,O,46,Silver,prefers discount,11-05-2023
100209,Manish Verma,user100209@dmart.com,-7369486049,,Delhi,Delhi,,61,Silver,,07-Feb-24
100210,Sameer Sharma,user100210@dmart.com,9092296768,,Bhopal,Madhya Pradesh,M,28,Bronze,,03-02-2024
100211,Sneha Nair,user100211@dmart.com,7218721454,,Chennai,Tamil Nadu,O,18,Silver,,25-06-2024
100212,Asha Mehta,user100212@@dmart.com,-8188491615,,Vadodara,Gujarat,M,33,Bronze,,02-01-2024
100213,Priya Das,user100213@dmart.com,9291751041,,Bhopal,Madhya Pradesh,F,65,Silver,prefers discount,24-08-2025
100214,Asha Rao,user100214@dmart.com,8806720883,,Hyderabad,Telangana,O,25,Gold,,05-03-2025
100215,Pooja Chaudahry,user100215@dmart.com,8419296692,,Mumbai,Maharashtra,,54,Silver,registered via app ,12-Jan-23
100216,Rita Patel,user100216@dmart.com,7604063728,,Indore,Madhya Pradesh,M,55,Silver,,05/25/2025
100217,Priya Verma,user100217@dmart.com,9097805215,,Surat,Gujarat,F,28,Gold,,05-Apr-23
100218,Rahul Nair,user100218@dmart.com,-7881729746,24-08-2025 23:04,Surat,Gujarat,,41,Silver,,24-08-2025 23:04
100219,Suresh Mehta,user100219@dmart.com,7119780150,,Mumbai,Maharashtra,F,54,Bronze,,23-12-2025
100220,Manish Khan,user100220@dmart.com,6977887953,,Kolkata,West Bengal,O,30,Bronze,prefers discount,13-11-2024
100221,Vikram Das,,9921228702,03-02-2025 13:02,Nagpur,Maharashtra,O,32,,,03-02-2025 13:02
100222,Suresh Rao,user100222@dmart.com,6679566553,,Bhopal,Madhya Pradesh,F,28,Bronze,registered via app ,29-Jun-23
100223,Neha Nair,user100223@dmart.com,7950117350,,Bhopal,Madhya Pradesh,O,,,Frequent buyer ,04-Jun-25
100224,Neha Kumar,user100224@dmart.com,7402819107,,Vadodara,Gujarat,O,22,Bronze,,15-Feb-24
100225,Rita Kumar,,-8585232910,,Patna,Bihar,O,27,Bronze,prefers discount,12/14/2024
100226,Anita Patel,user100226@dmart.com,6117237338,,Mumbai,Maharashtra,,20,Bronze,prefers discount,10-Sep-23
100227,Vikram Patel,user100227@dmart.com,-9498248277,,Indore,Madhya Pradesh,M,35,Silver,Frequent buyer,03-11-2025
100228,Pooja Khan,user100228@dmart.com,9435077118,,Delhi,Delhi,,,,registered via app ,06-Jan-25
100229,Pooja Gupta,user100229@dmart.com,9641308297,,Jaipur,Rajasthan,F,25,,Frequent buyer,14-04-2024
